Lead ID,Last Name,Lead Source,Lead Status,Address - City,Age,Gender,Policy Type,Premium Amount,Follow Up Count,Agent Name,Lead Date
LEAD0245,Mitesh Krishna,Google Ads,Closed Lost,Kolkata,46.0,Female,Family Floater,29943.0,0.0,Vikram Joshi,2023-12-23
LEAD0364,Tripti Mittal,Website,Contacted,Mumbai,72.0,Female,Group Health,85557.0,4.0,Vikram Joshi,2024-04-06
LEAD0060,Maanav Buch,Walk-in,Quote Sent,Bengaluru,53.0,Male,Individual Health,20181.0,4.0,Karan Mehta,2024-08-06
LEAD0222,Nidhi Sarin,Unknown,Negotiation,Bengaluru,37.0,Female,Family Floater,13649.0,2.0,Karan Mehta,2024-02-12
LEAD0450,Inaya Narain,Email Campaign,Negotiation,Delhi,50.0,Male,Critical Illness,25791.0,6.0,Rajesh Sharma,2023-09-12
LEAD0056,Krishna Batra,Agent Referral,Quote Sent,Surat,50.0,Female,Critical Illness,20871.0,0.0,Rajesh Sharma,2023-01-27
LEAD0804,Naveen Atwal,Website,Negotiation,Patna,50.0,Female,Individual Health,12793.0,3.0,Priya Nair,2024-04-19
LEAD0255,Gaurav Pal,Agent Referral,Closed Lost,Nagpur,59.0,Female,Senior Citizen,39485.0,4.0,Rajesh Sharma,2023-10-11
LEAD0920,Siya Mistry,Social Media,Lead,Bhopal,51.0,Male,Family Floater,21582.0,4.0,Deepa Iyer,2023-03-18
LEAD0386,Karan Biswas,Walk-in,Quote Sent,Mumbai,41.0,Female,Individual Health,17781.0,0.0,Amit Verma,2023-03-30
LEAD0949,Teerth Raghavan,Direct Agent,Closed Lost,Ahmedabad,41.0,Male,Individual Health,15982.0,5.0,Karan Mehta,2024-01-23
LEAD0198,Aarna Bahl,Other,Closed Lost,Mumbai,26.0,Male,Group Health,43814.0,3.0,Meena Gupta,2023-02-02
LEAD0069,Arunima Kashyap,Social Media,Negotiation,Pune,18.0,Female,Family Floater,19830.0,7.0,Amit Verma,2024-08-25
LEAD0723,Shravya Peri,Agent Referral,Closed Won,Delhi,35.0,Male,Family Floater,28860.0,0.0,Rajesh Sharma,2023-04-12
LEAD0745,Ekta Ranganathan,Agent Referral,Closed Won,Chennai,43.0,Female,Family Floater,24366.0,1.0,Meena Gupta,2023-02-04
LEAD0714,Fitan Dutta,Website,Quote Sent,Delhi,46.0,Male,Family Floater,32310.0,3.0,Meena Gupta,2024-06-09
LEAD0169,Yashasvi Manne,Email Campaign,Quote Sent,Chennai,44.0,Other,Family Floater,19888.0,2.0,Sneha Reddy,2024-04-13
LEAD0186,Umang Samra,Walk-in,Closed Won,Coimbatore,50.0,Female,Individual Health,15039.0,6.0,Priya Nair,2023-02-07
LEAD0036,Zansi Kannan,Direct Agent,Closed Won,Chennai,67.0,Female,Senior Citizen,60820.0,4.0,Rajesh Sharma,2023-07-17
LEAD0642,Ishita Sandal,Email Campaign,Closed Lost,Kolkata,41.0,Female,Family Floater,18408.0,4.0,Priya Nair,2024-05-26
